guid_student_id;guid_assess_id;date_submitted;is_banked;score;assessment_type;date;weight;gender;region;highest_education;imd_band;age_band;num_of_prev_attempts;studied_credits;disability;final_result;status;module;presentation;date_real_days;id_assetcode
4F7F0C21-A624-42F0-B2C5-CCB5E2582501;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10677
66ED6E86-9FC2-40EF-BF9A-7D97572D765D;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10677
2163182C-706C-4BA0-81B2-B9CC76A4FA00;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10677
238C9CBE-21EA-44E4-B9C7-49BA453FE530;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10677
B4B4CB24-7630-423B-AC67-CBFAFC082D89;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10677
0A602A5F-A186-4BA2-91A2-4AE7A61F7003;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10677
D11D399A-33AB-4817-9497-AA7C8DC7F5D8;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10677
26B47304-C87C-48F3-8C24-6400F504C219;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10677
0436FCCC-4576-4EFA-9813-8EEAB773AADD;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10677
8DF79C0C-0F09-4E9A-9E06-FB0997213C1C;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10677
FCECB3F9-ADBA-45BD-A071-0C5E848C8E40;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10677
A2CC1268-790C-400B-95C6-6D28EB862896;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10677
DC81FE63-74DC-4E29-A1E4-3190B714710E;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10677
A7B0DEA0-D05B-4BC9-8C82-94E892C21A2D;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10677
9DE77CB1-53EE-4DBD-BD9C-A6A172DBC33C;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10677
5A784461-C3EE-4855-B7DD-D883FDB896F6;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
D06F8D09-5E85-44C6-B3E1-CFCD66BB001B;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
0DD88DCE-3C78-410A-9D42-83F273723005;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
48B93CCA-5843-472D-92A3-06C6829DF3E3;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
197D2EA5-D02D-475E-8F4D-6FBA068C8079;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
75AB7555-1626-4BE4-8E1C-B5B06192FE07;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
E6AFF4AD-A6F6-47BD-8959-FC05DE359168;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
12428FB7-3E30-4E38-99B0-3387444D7FA1;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
8351E047-E0C9-476F-9C62-604295F2F896;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
035B82FE-B566-43E0-991B-02723A440B88;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
66C9C264-8824-4789-9F2F-764D9C451A6C;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
A2A79929-405A-405D-B000-7EFC5CBB3967;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
ECA25D26-61F9-47F3-9CE0-CBEFF8D0DB09;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
0EDBB895-B7AA-4ED5-BFFF-3DAED0899F50;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
4CA8A4DF-9924-47C1-A5AC-BDA2307600A6;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
A9FC2C11-D4FE-4A52-9272-04E0FFEA009E;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
7F5E3BDE-73DB-464C-B2CC-CA0A9A820486;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
9DC183B4-689F-4670-B35C-6D1EA029EBF9;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
6D75BDD0-1CC0-47BF-81BE-BC56ED862A0F;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
ACD2C4C2-B972-4F78-93CC-9B34A0330067;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
FA2020E5-4F92-41EE-9529-F59B6A9636A6;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
0AE86E9E-A764-4A29-B300-780A4DEA1E5A;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/4/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
C8FB9763-E615-441B-9F2B-F000335992ED;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
5B3BC522-DE6B-4E20-A863-D4DE1E184CFE;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
CF6184B9-60CA-4928-ABA3-B8521FF3B99D;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
21F8AF68-8593-4A46-8F4C-9D14DAE98931;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
7B58529E-DD96-40EB-8737-31482D2B1EEC;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
043BD964-016F-4707-AE6A-5C62E666F796;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
B72E0FE6-AEA0-4A09-9094-C859258BD584;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
D568A813-EEB5-4399-B434-54839C327620;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
32A7DACB-9F30-4AA2-B424-D87CA2FC7FDC;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
D8C501E0-AE7A-4946-B1BF-0D282F959941;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
91DAF9E1-55F3-493B-BC64-26154B0FDB21;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
ED9441B9-4349-42EF-B4DD-3554E694F1D8;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
B89FF09F-8355-4DBE-8D90-1F1192BB246F;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
23A9F968-AC98-44B8-9285-051CFF507114;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
71B41297-C0B0-463C-B585-CA2260A5AA67;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
7DC4AE1B-D8FF-4C9B-8694-862F2288530D;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
03AE7B4C-00CA-4C02-B37F-1631383707AA;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
56E24F0C-F6CA-45A2-8FE3-E6A9B28C91DC;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
1BAAC30A-BC73-4B23-860A-C1026ED77324;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
2813CCD9-CBCE-4625-A40F-7FF2DD2FF9CF;354EF785-822A-497B-A6E0-55FE6F9DBE9A;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;CG0C8;2024J;52;20677
4D7A5CBE-DF99-4CC7-B4AF-CF568CACDB94;409066E1-4CD2-4F96-8DE7-32CD4E588F12;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10678
9D40A99B-D248-47D6-9B17-9B3F7FB2027F;409066E1-4CD2-4F96-8DE7-32CD4E588F12;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10678
C778BA42-A984-40C4-8930-6B3C3E64A29A;409066E1-4CD2-4F96-8DE7-32CD4E588F12;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10678
59F101AE-AAF3-4E3C-BFAC-1A27424D1B6E;409066E1-4CD2-4F96-8DE7-32CD4E588F12;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10678
D0240289-C01A-4747-A1A9-2B3671425574;409066E1-4CD2-4F96-8DE7-32CD4E588F12;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10678
2493F1BC-1A25-483D-94D1-02B444593E21;409066E1-4CD2-4F96-8DE7-32CD4E588F12;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10678
DED7706B-0D0D-40B7-8055-8738D5A8E52E;409066E1-4CD2-4F96-8DE7-32CD4E588F12;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10678
82B1D907-9F15-438D-A945-112CFF77717F;409066E1-4CD2-4F96-8DE7-32CD4E588F12;3/28/24 10:03 AM;0;0;TMA;3/20/24 11:03 AM;2;Scotland;;HE Qualification;20-30%;35-55;0;60;N;?;new;EG043;2024J;52;10678
