guid_student_id;guid_site_id;date;sum_clics;type_assign;week_from;weel_to;disability;modulo;week1;week2;days;presentation
A2CC1268-790C-400B-95C6-6D28EB862896;D381AE00-4DBE-418F-AE81-1C666A09A87C;6;2;forumng;05.02.2024;11.02.2024;N;EG043;1;2;6;2024J
A2CC1268-790C-400B-95C6-6D28EB862896;D381AE00-4DBE-418F-AE81-1C666A09A87C;7;2;forumng;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
A7B0DEA0-D05B-4BC9-8C82-94E892C21A2D;D381AE00-4DBE-418F-AE81-1C666A09A87C;6;1;forumng;05.02.2024;11.02.2024;N;EG043;1;2;6;2024J
A7B0DEA0-D05B-4BC9-8C82-94E892C21A2D;D381AE00-4DBE-418F-AE81-1C666A09A87C;7;1;forumng;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
29A7E3CE-F3B4-48DE-9F7F-D1201F18819F;D381AE00-4DBE-418F-AE81-1C666A09A87C;7;1;forumng;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
D1168E8C-75AA-4845-B58D-8F89887328AB;D381AE00-4DBE-418F-AE81-1C666A09A87C;7;1;forumng;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
FEF141CC-44C4-41A3-92EA-2E42B98FEB1B;D381AE00-4DBE-418F-AE81-1C666A09A87C;7;2;forumng;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
75AB7555-1626-4BE4-8E1C-B5B06192FE07;D381AE00-4DBE-418F-AE81-1C666A09A87C;11;1;forumng;11.03.2024;17.03.2024;N;CG0C8;6;7;41;2024J
E6AFF4AD-A6F6-47BD-8959-FC05DE359168;D381AE00-4DBE-418F-AE81-1C666A09A87C;7;3;forumng;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
12428FB7-3E30-4E38-99B0-3387444D7FA1;D381AE00-4DBE-418F-AE81-1C666A09A87C;8;1;forumng;19.02.2024;25.02.2024;N;CG0C8;3;4;20;2024J
66C9C264-8824-4789-9F2F-764D9C451A6C;D381AE00-4DBE-418F-AE81-1C666A09A87C;7;1;forumng;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
ECA25D26-61F9-47F3-9CE0-CBEFF8D0DB09;D381AE00-4DBE-418F-AE81-1C666A09A87C;8;1;forumng;19.02.2024;25.02.2024;N;CG0C8;3;4;20;2024J
0EDBB895-B7AA-4ED5-BFFF-3DAED0899F50;D381AE00-4DBE-418F-AE81-1C666A09A87C;8;1;forumng;19.02.2024;25.02.2024;N;CG0C8;3;4;20;2024J
4CA8A4DF-9924-47C1-A5AC-BDA2307600A6;D381AE00-4DBE-418F-AE81-1C666A09A87C;7;2;forumng;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
14834451-9D9A-451A-8C49-1E6CD4482AD3;D381AE00-4DBE-418F-AE81-1C666A09A87C;9;2;forumng;26.02.2024;03.03.2024;N;CG0C8;4;5;27;2024J
6D75BDD0-1CC0-47BF-81BE-BC56ED862A0F;D381AE00-4DBE-418F-AE81-1C666A09A87C;7;3;forumng;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
16E2E7A1-52F3-4096-8BFD-851697E23BF7;D381AE00-4DBE-418F-AE81-1C666A09A87C;8;1;forumng;19.02.2024;25.02.2024;N;CG0C8;3;4;20;2024J
16E2E7A1-52F3-4096-8BFD-851697E23BF7;D381AE00-4DBE-418F-AE81-1C666A09A87C;9;1;forumng;26.02.2024;03.03.2024;N;CG0C8;4;5;27;2024J
7B58529E-DD96-40EB-8737-31482D2B1EEC;D381AE00-4DBE-418F-AE81-1C666A09A87C;7;1;forumng;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
32A7DACB-9F30-4AA2-B424-D87CA2FC7FDC;D381AE00-4DBE-418F-AE81-1C666A09A87C;7;2;forumng;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
32A7DACB-9F30-4AA2-B424-D87CA2FC7FDC;D381AE00-4DBE-418F-AE81-1C666A09A87C;8;1;forumng;19.02.2024;25.02.2024;N;CG0C8;3;4;20;2024J
D8C501E0-AE7A-4946-B1BF-0D282F959941;D381AE00-4DBE-418F-AE81-1C666A09A87C;8;1;forumng;19.02.2024;25.02.2024;N;CG0C8;3;4;20;2024J
B89FF09F-8355-4DBE-8D90-1F1192BB246F;D381AE00-4DBE-418F-AE81-1C666A09A87C;8;3;forumng;19.02.2024;25.02.2024;N;CG0C8;3;4;20;2024J
7DC4AE1B-D8FF-4C9B-8694-862F2288530D;D381AE00-4DBE-418F-AE81-1C666A09A87C;7;1;forumng;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
2813CCD9-CBCE-4625-A40F-7FF2DD2FF9CF;D381AE00-4DBE-418F-AE81-1C666A09A87C;7;2;forumng;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
2813CCD9-CBCE-4625-A40F-7FF2DD2FF9CF;D381AE00-4DBE-418F-AE81-1C666A09A87C;8;2;forumng;19.02.2024;25.02.2024;N;CG0C8;3;4;20;2024J
4D7A5CBE-DF99-4CC7-B4AF-CF568CACDB94;07BF0877-2895-4FEB-B340-CD8DB4F44721;7;1;url;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
9D40A99B-D248-47D6-9B17-9B3F7FB2027F;07BF0877-2895-4FEB-B340-CD8DB4F44721;7;1;url;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
59F101AE-AAF3-4E3C-BFAC-1A27424D1B6E;07BF0877-2895-4FEB-B340-CD8DB4F44721;7;1;url;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
DED7706B-0D0D-40B7-8055-8738D5A8E52E;07BF0877-2895-4FEB-B340-CD8DB4F44721;6;1;url;05.02.2024;11.02.2024;N;EG043;1;2;6;2024J
65A733C6-0F62-4F88-B170-8C79CB91D58F;07BF0877-2895-4FEB-B340-CD8DB4F44721;9;1;url;26.02.2024;03.03.2024;N;EG043;4;5;27;2024J
708F5491-C736-4327-A5D6-1CEF828A9865;07BF0877-2895-4FEB-B340-CD8DB4F44721;6;1;url;05.02.2024;11.02.2024;N;EG043;1;2;6;2024J
62F3EE30-3445-49D7-8A9F-E1A96E3ACB51;07BF0877-2895-4FEB-B340-CD8DB4F44721;12;2;url;18.03.2024;24.03.2024;N;EG043;7;8;48;2024J
7D96E4A3-C194-40EB-86A9-188631D600D3;07BF0877-2895-4FEB-B340-CD8DB4F44721;6;1;url;05.02.2024;11.02.2024;N;EG043;1;2;6;2024J
D43A7DC0-08C9-4EE3-8E28-1959191D6E9D;07BF0877-2895-4FEB-B340-CD8DB4F44721;7;3;url;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
00C585A2-7098-4ECE-9527-C77E808AF993;07BF0877-2895-4FEB-B340-CD8DB4F44721;6;1;url;05.02.2024;11.02.2024;N;EG043;1;2;6;2024J
1DE54562-7138-4790-92B5-AE156E81EEC5;07BF0877-2895-4FEB-B340-CD8DB4F44721;7;1;url;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
694BD77F-FF8A-485A-81E4-326FDE38E783;07BF0877-2895-4FEB-B340-CD8DB4F44721;7;4;url;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
35C18F02-0E4B-4072-AF6E-AFD05A53C3E0;07BF0877-2895-4FEB-B340-CD8DB4F44721;7;1;url;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
4F7F0C21-A624-42F0-B2C5-CCB5E2582501;07BF0877-2895-4FEB-B340-CD8DB4F44721;9;1;url;26.02.2024;03.03.2024;N;EG043;4;5;27;2024J
238C9CBE-21EA-44E4-B9C7-49BA453FE530;07BF0877-2895-4FEB-B340-CD8DB4F44721;6;1;url;05.02.2024;11.02.2024;N;EG043;1;2;6;2024J
B4B4CB24-7630-423B-AC67-CBFAFC082D89;07BF0877-2895-4FEB-B340-CD8DB4F44721;7;5;url;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
0A602A5F-A186-4BA2-91A2-4AE7A61F7003;07BF0877-2895-4FEB-B340-CD8DB4F44721;6;1;url;05.02.2024;11.02.2024;N;EG043;1;2;6;2024J
0A602A5F-A186-4BA2-91A2-4AE7A61F7003;07BF0877-2895-4FEB-B340-CD8DB4F44721;7;1;url;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
0A602A5F-A186-4BA2-91A2-4AE7A61F7003;07BF0877-2895-4FEB-B340-CD8DB4F44721;9;1;url;26.02.2024;03.03.2024;N;EG043;4;5;27;2024J
0436FCCC-4576-4EFA-9813-8EEAB773AADD;07BF0877-2895-4FEB-B340-CD8DB4F44721;6;2;url;05.02.2024;11.02.2024;N;EG043;1;2;6;2024J
A2CC1268-790C-400B-95C6-6D28EB862896;07BF0877-2895-4FEB-B340-CD8DB4F44721;7;1;url;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
FEF141CC-44C4-41A3-92EA-2E42B98FEB1B;07BF0877-2895-4FEB-B340-CD8DB4F44721;7;1;url;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
66C9C264-8824-4789-9F2F-764D9C451A6C;07BF0877-2895-4FEB-B340-CD8DB4F44721;7;1;url;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
4CA8A4DF-9924-47C1-A5AC-BDA2307600A6;07BF0877-2895-4FEB-B340-CD8DB4F44721;7;2;url;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
14834451-9D9A-451A-8C49-1E6CD4482AD3;07BF0877-2895-4FEB-B340-CD8DB4F44721;9;1;url;26.02.2024;03.03.2024;N;CG0C8;4;5;27;2024J
6D75BDD0-1CC0-47BF-81BE-BC56ED862A0F;07BF0877-2895-4FEB-B340-CD8DB4F44721;7;3;url;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
21F8AF68-8593-4A46-8F4C-9D14DAE98931;07BF0877-2895-4FEB-B340-CD8DB4F44721;8;2;url;19.02.2024;25.02.2024;N;CG0C8;3;4;20;2024J
32A7DACB-9F30-4AA2-B424-D87CA2FC7FDC;07BF0877-2895-4FEB-B340-CD8DB4F44721;7;1;url;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
D8C501E0-AE7A-4946-B1BF-0D282F959941;07BF0877-2895-4FEB-B340-CD8DB4F44721;8;2;url;19.02.2024;25.02.2024;N;CG0C8;3;4;20;2024J
B89FF09F-8355-4DBE-8D90-1F1192BB246F;07BF0877-2895-4FEB-B340-CD8DB4F44721;8;2;url;19.02.2024;25.02.2024;N;CG0C8;3;4;20;2024J
7DC4AE1B-D8FF-4C9B-8694-862F2288530D;07BF0877-2895-4FEB-B340-CD8DB4F44721;7;1;url;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
03AE7B4C-00CA-4C02-B37F-1631383707AA;07BF0877-2895-4FEB-B340-CD8DB4F44721;7;2;url;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
2813CCD9-CBCE-4625-A40F-7FF2DD2FF9CF;07BF0877-2895-4FEB-B340-CD8DB4F44721;8;1;url;19.02.2024;25.02.2024;N;CG0C8;3;4;20;2024J
4D7A5CBE-DF99-4CC7-B4AF-CF568CACDB94;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;7;1;url;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
9D40A99B-D248-47D6-9B17-9B3F7FB2027F;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;7;1;url;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
59F101AE-AAF3-4E3C-BFAC-1A27424D1B6E;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;7;1;url;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
2493F1BC-1A25-483D-94D1-02B444593E21;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;8;1;url;19.02.2024;25.02.2024;N;EG043;3;4;20;2024J
DED7706B-0D0D-40B7-8055-8738D5A8E52E;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;6;2;url;05.02.2024;11.02.2024;N;EG043;1;2;6;2024J
65A733C6-0F62-4F88-B170-8C79CB91D58F;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;6;1;url;05.02.2024;11.02.2024;N;EG043;1;2;6;2024J
65A733C6-0F62-4F88-B170-8C79CB91D58F;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;9;1;url;26.02.2024;03.03.2024;N;EG043;4;5;27;2024J
62F3EE30-3445-49D7-8A9F-E1A96E3ACB51;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;12;1;url;18.03.2024;24.03.2024;N;EG043;7;8;48;2024J
7D96E4A3-C194-40EB-86A9-188631D600D3;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;6;1;url;05.02.2024;11.02.2024;N;EG043;1;2;6;2024J
00C585A2-7098-4ECE-9527-C77E808AF993;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;6;1;url;05.02.2024;11.02.2024;N;EG043;1;2;6;2024J
AA2C2692-7325-4902-9B1D-57697E3D090A;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;7;1;url;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
1DE54562-7138-4790-92B5-AE156E81EEC5;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;7;1;url;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
694BD77F-FF8A-485A-81E4-326FDE38E783;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;7;2;url;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
B4B4CB24-7630-423B-AC67-CBFAFC082D89;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;7;2;url;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
0A602A5F-A186-4BA2-91A2-4AE7A61F7003;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;6;1;url;05.02.2024;11.02.2024;N;EG043;1;2;6;2024J
0A602A5F-A186-4BA2-91A2-4AE7A61F7003;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;7;1;url;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
FB48F179-D3F8-43BB-A2A9-B58938F29AD6;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;8;2;url;19.02.2024;25.02.2024;N;EG043;3;4;20;2024J
0436FCCC-4576-4EFA-9813-8EEAB773AADD;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;7;1;url;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
A2CC1268-790C-400B-95C6-6D28EB862896;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;7;1;url;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
A7B0DEA0-D05B-4BC9-8C82-94E892C21A2D;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;6;1;url;05.02.2024;11.02.2024;N;EG043;1;2;6;2024J
FEF141CC-44C4-41A3-92EA-2E42B98FEB1B;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;7;1;url;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
75AB7555-1626-4BE4-8E1C-B5B06192FE07;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;8;1;url;19.02.2024;25.02.2024;N;CG0C8;3;4;20;2024J
E6AFF4AD-A6F6-47BD-8959-FC05DE359168;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;7;1;url;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
0EDBB895-B7AA-4ED5-BFFF-3DAED0899F50;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;8;1;url;19.02.2024;25.02.2024;N;CG0C8;3;4;20;2024J
4CA8A4DF-9924-47C1-A5AC-BDA2307600A6;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;7;1;url;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
14834451-9D9A-451A-8C49-1E6CD4482AD3;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;9;1;url;26.02.2024;03.03.2024;N;CG0C8;4;5;27;2024J
7F5E3BDE-73DB-464C-B2CC-CA0A9A820486;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;7;1;url;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
32A7DACB-9F30-4AA2-B424-D87CA2FC7FDC;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;7;1;url;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
D8C501E0-AE7A-4946-B1BF-0D282F959941;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;8;3;url;19.02.2024;25.02.2024;N;CG0C8;3;4;20;2024J
7DC4AE1B-D8FF-4C9B-8694-862F2288530D;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;7;1;url;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
03AE7B4C-00CA-4C02-B37F-1631383707AA;6DCDDAFF-0C64-4013-A05A-01D9A9878C5B;7;2;url;12.02.2024;18.02.2024;N;CG0C8;2;3;13;2024J
9D40A99B-D248-47D6-9B17-9B3F7FB2027F;A6398201-A1C3-4708-AD0A-0687880A3F72;7;2;forumng;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
D0240289-C01A-4747-A1A9-2B3671425574;A6398201-A1C3-4708-AD0A-0687880A3F72;8;1;forumng;19.02.2024;25.02.2024;N;EG043;3;4;20;2024J
2493F1BC-1A25-483D-94D1-02B444593E21;A6398201-A1C3-4708-AD0A-0687880A3F72;8;1;forumng;19.02.2024;25.02.2024;N;EG043;3;4;20;2024J
DED7706B-0D0D-40B7-8055-8738D5A8E52E;A6398201-A1C3-4708-AD0A-0687880A3F72;6;6;forumng;05.02.2024;11.02.2024;N;EG043;1;2;6;2024J
DED7706B-0D0D-40B7-8055-8738D5A8E52E;A6398201-A1C3-4708-AD0A-0687880A3F72;7;5;forumng;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
DED7706B-0D0D-40B7-8055-8738D5A8E52E;A6398201-A1C3-4708-AD0A-0687880A3F72;8;1;forumng;19.02.2024;25.02.2024;N;EG043;3;4;20;2024J
65A733C6-0F62-4F88-B170-8C79CB91D58F;A6398201-A1C3-4708-AD0A-0687880A3F72;6;1;forumng;05.02.2024;11.02.2024;N;EG043;1;2;6;2024J
65A733C6-0F62-4F88-B170-8C79CB91D58F;A6398201-A1C3-4708-AD0A-0687880A3F72;8;1;forumng;19.02.2024;25.02.2024;N;EG043;3;4;20;2024J
708F5491-C736-4327-A5D6-1CEF828A9865;A6398201-A1C3-4708-AD0A-0687880A3F72;7;3;forumng;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
62F3EE30-3445-49D7-8A9F-E1A96E3ACB51;A6398201-A1C3-4708-AD0A-0687880A3F72;12;1;forumng;18.03.2024;24.03.2024;N;EG043;7;8;48;2024J
7D96E4A3-C194-40EB-86A9-188631D600D3;A6398201-A1C3-4708-AD0A-0687880A3F72;7;1;forumng;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
AA2C2692-7325-4902-9B1D-57697E3D090A;A6398201-A1C3-4708-AD0A-0687880A3F72;7;1;forumng;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
1DE54562-7138-4790-92B5-AE156E81EEC5;A6398201-A1C3-4708-AD0A-0687880A3F72;7;6;forumng;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
1DE54562-7138-4790-92B5-AE156E81EEC5;A6398201-A1C3-4708-AD0A-0687880A3F72;8;2;forumng;19.02.2024;25.02.2024;N;EG043;3;4;20;2024J
694BD77F-FF8A-485A-81E4-326FDE38E783;A6398201-A1C3-4708-AD0A-0687880A3F72;7;1;forumng;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
35C18F02-0E4B-4072-AF6E-AFD05A53C3E0;A6398201-A1C3-4708-AD0A-0687880A3F72;6;5;forumng;05.02.2024;11.02.2024;N;EG043;1;2;6;2024J
35C18F02-0E4B-4072-AF6E-AFD05A53C3E0;A6398201-A1C3-4708-AD0A-0687880A3F72;7;4;forumng;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
05C30D9C-82CF-49B6-A50D-5A338196B5BD;A6398201-A1C3-4708-AD0A-0687880A3F72;6;1;forumng;05.02.2024;11.02.2024;N;EG043;1;2;6;2024J
F85715A1-E33E-40CC-88CF-18EAB159E62E;A6398201-A1C3-4708-AD0A-0687880A3F72;6;8;forumng;05.02.2024;11.02.2024;N;EG043;1;2;6;2024J
F85715A1-E33E-40CC-88CF-18EAB159E62E;A6398201-A1C3-4708-AD0A-0687880A3F72;7;1;forumng;12.02.2024;18.02.2024;N;EG043;2;3;13;2024J
4F7F0C21-A624-42F0-B2C5-CCB5E2582501;A6398201-A1C3-4708-AD0A-0687880A3F72;9;1;forumng;26.02.2024;03.03.2024;N;EG043;4;5;27;2024J
238C9CBE-21EA-44E4-B9C7-49BA453FE530;A6398201-A1C3-4708-AD0A-0687880A3F72;6;3;forumng;05.02.2024;11.02.2024;N;EG043;1;2;6;2024J
